onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
12000	1	beat03	561	1683	561	1683	673
21241	2	beat03	561	1683	561	1683	628
30437	3	beat02	510	1530	510	1530	520
39117	-	baseline	-	-	-	-	-
45117	4	interval05	663	1887	663	2091	743
55244	5	beat01	459	1377	459	1377	404
63400	6	interval04	612	1513	612	2159	734
73110	7	beat03	561	1683	561	1683	449
82127	8	beat01	459	1377	459	1377	450
90329	9	beat04	612	1836	612	1836	539
99844	10	beat04	612	1836	612	1836	624
109444	11	interval03	561	1717	561	1649	673
118685	12	beat05	663	1989	663	1989	650
128719	13	interval04	612	1513	612	2159	539
138234	-	baseline	-	-	-	-	-
144234	14	beat04	612	1836	612	1836	734
153944	15	interval01	459	1445	459	1309	551
162247	16	beat02	510	1530	510	1530	571
170978	-	baseline	-	-	-	-	-
176978	17	beat02	510	1530	510	1530	500
185638	18	interval04	612	1513	612	2159	624
195238	19	beat05	663	1989	663	1989	530
205152	20	interval03	561	1717	561	1649	628
214348	21	beat01	459	1377	459	1377	551
222651	22	interval01	459	1445	459	1309	404
230807	23	interval02	510	1853	510	1207	500
239467	-	baseline	-	-	-	-	-
245467	24	interval05	663	1887	663	2091	530
255381	25	interval01	459	1445	459	1309	450
263583	26	interval03	561	1717	561	1649	449
272600	27	interval05	663	1887	663	2091	650
282634	28	beat05	663	1989	663	1989	743
292761	-	baseline	-	-	-	-	-
298761	29	interval02	510	1853	510	1207	571
307492	30	interval02	510	1853	510	1207	520
