onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat01	459	1377	459	1377	367
10631	2	beat04	612	1836	612	1836	490
19601	3	interval04	612	1513	612	2159	600
28681	4	interval03	561	1717	561	1649	494
37247	5	beat02	510	1530	510	1530	612
45523	-	baseline	-	-	-	-	-
51523	6	interval01	459	1445	459	1309	367
59146	7	beat02	510	1530	510	1530	408
67218	8	interval05	663	1887	663	2091	743
76849	9	beat05	663	1989	663	1989	743
86480	10	interval04	612	1513	612	2159	490
95450	-	baseline	-	-	-	-	-
101450	11	beat01	459	1377	459	1377	468
109174	12	interval01	459	1445	459	1309	404
116834	13	interval02	510	1853	510	1207	408
124906	-	baseline	-	-	-	-	-
130906	14	beat04	612	1836	612	1836	685
140071	15	interval02	510	1853	510	1207	612
148347	16	beat03	561	1683	561	1683	494
156913	17	beat02	510	1530	510	1530	520
165097	18	interval04	612	1513	612	2159	685
174262	19	beat04	612	1836	612	1836	600
183342	20	beat01	459	1377	459	1377	404
191002	21	beat03	561	1683	561	1683	550
199624	-	baseline	-	-	-	-	-
205624	22	beat05	663	1989	663	1989	676
215188	23	beat05	663	1989	663	1989	796
224872	24	interval05	663	1887	663	2091	676
234436	-	baseline	-	-	-	-	-
240436	25	interval01	459	1445	459	1309	468
248160	26	interval05	663	1887	663	2091	796
257844	27	beat03	561	1683	561	1683	628
266544	28	interval03	561	1717	561	1649	628
275244	29	interval02	510	1853	510	1207	520
283428	30	interval03	561	1717	561	1649	550
