onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	beat02	510	1530	510	1530
10672	2	beat04	612	1836	612	1836
19152	3	beat03	561	1683	561	1683
27224	4	interval04	612	1377	612	2295
35704	5	beat05	663	1989	663	1989
44592	6	interval02	510	1819	510	1241
52256	-	baseline	-	-	-	-
58256	7	beat05	663	1989	663	1989
67144	8	interval04	612	1377	612	2295
75624	9	beat02	510	1530	510	1530
83288	10	beat04	612	1836	612	1836
91768	11	interval03	561	1853	561	1513
99840	12	interval04	612	1377	612	2295
108320	13	interval05	663	1853	663	2125
117208	14	beat01	459	1377	459	1377
124464	15	interval01	459	1513	459	1241
131720	16	interval05	663	1853	663	2125
140608	-	baseline	-	-	-	-
146608	17	interval02	510	1819	510	1241
154272	18	beat01	459	1377	459	1377
161528	19	beat03	561	1683	561	1683
169600	-	baseline	-	-	-	-
175600	20	beat04	612	1836	612	1836
184080	21	interval01	459	1513	459	1241
191336	-	baseline	-	-	-	-
197336	22	interval05	663	1853	663	2125
206224	23	interval01	459	1513	459	1241
213480	-	baseline	-	-	-	-
219480	24	interval03	561	1853	561	1513
227552	25	beat01	459	1377	459	1377
234808	26	interval02	510	1819	510	1241
242472	27	beat05	663	1989	663	1989
251360	28	beat02	510	1530	510	1530
259024	29	beat03	561	1683	561	1683
267096	30	interval03	561	1853	561	1513
