onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	interval04	612	1377	612	2295
11488	2	beat05	663	1989	663	1989
20376	-	baseline	-	-	-	-
26376	3	beat03	561	1683	561	1683
34448	4	beat02	510	1530	510	1530
42112	-	baseline	-	-	-	-
48112	5	beat01	459	1377	459	1377
55368	6	beat04	612	1836	612	1836
63848	7	beat03	561	1683	561	1683
71920	8	interval05	663	1853	663	2125
80808	9	interval02	510	1819	510	1241
88472	-	baseline	-	-	-	-
94472	10	beat04	612	1836	612	1836
102952	11	interval04	612	1377	612	2295
111432	-	baseline	-	-	-	-
117432	12	interval05	663	1853	663	2125
126320	13	interval02	510	1819	510	1241
133984	14	beat02	510	1530	510	1530
141648	15	interval01	459	1513	459	1241
148904	16	interval03	561	1853	561	1513
156976	17	beat05	663	1989	663	1989
165864	18	beat01	459	1377	459	1377
173120	19	beat02	510	1530	510	1530
180784	20	interval04	612	1377	612	2295
189264	21	interval01	459	1513	459	1241
196520	22	interval03	561	1853	561	1513
204592	23	beat04	612	1836	612	1836
213072	24	interval05	663	1853	663	2125
221960	25	interval01	459	1513	459	1241
229216	26	beat01	459	1377	459	1377
236472	27	interval03	561	1853	561	1513
244544	-	baseline	-	-	-	-
250544	28	interval02	510	1819	510	1241
258208	29	beat03	561	1683	561	1683
266280	30	beat05	663	1989	663	1989
