onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	interval01	459	1904	459	850	459	circle
10723	2	beat02	510	1530	510	1530	510	circle
18897	3	beat02	510	1530	510	1530	510	triangle
27071	-	baseline	-	-	-	-	-	-
33071	4	interval02	510	1377	510	1683	510	circle
41245	5	interval03	561	1938	561	1428	561	triangle
49878	6	beat03	561	1683	561	1683	561	triangle
58511	7	interval04	612	1683	612	1989	612	triangle
67603	8	beat01	459	1377	459	1377	459	circle
75318	-	baseline	-	-	-	-	-	-
81318	9	beat04	612	1836	612	1836	612	triangle
90410	10	interval05	663	1513	663	2465	663	circle
99961	11	interval03	561	1938	561	1428	561	triangle
108594	12	interval01	459	1904	459	850	459	circle
116309	13	interval01	459	1904	459	850	459	triangle
124024	14	beat05	663	1989	663	1989	663	triangle
133575	15	interval05	663	1513	663	2465	663	triangle
143126	-	baseline	-	-	-	-	-	-
149126	16	beat04	612	1836	612	1836	612	circle
158218	17	beat03	561	1683	561	1683	561	circle
166851	18	beat04	612	1836	612	1836	612	triangle
175943	19	beat03	561	1683	561	1683	561	triangle
184576	20	interval04	612	1683	612	1989	612	triangle
193668	-	baseline	-	-	-	-	-	-
199668	21	interval04	612	1683	612	1989	612	circle
208760	22	beat02	510	1530	510	1530	510	circle
216934	23	interval03	561	1938	561	1428	561	circle
225567	24	interval05	663	1513	663	2465	663	triangle
235118	25	beat01	459	1377	459	1377	459	circle
242833	-	baseline	-	-	-	-	-	-
248833	26	beat01	459	1377	459	1377	459	triangle
256548	27	beat05	663	1989	663	1989	663	triangle
266099	28	interval02	510	1377	510	1683	510	circle
274273	29	interval02	510	1377	510	1683	510	triangle
282447	30	beat05	663	1989	663	1989	663	circle
