onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat02	510	1530	510	1530	510	triangle
11182	2	interval02	510	1377	510	1683	510	triangle
19356	3	beat05	663	1989	663	1989	663	circle
28907	4	interval04	612	1683	612	1989	612	circle
37999	5	interval03	561	1938	561	1428	561	circle
46632	6	beat01	459	1377	459	1377	459	triangle
54347	7	interval03	561	1938	561	1428	561	triangle
62980	8	interval03	561	1938	561	1428	561	circle
71613	-	baseline	-	-	-	-	-	-
77613	9	interval02	510	1377	510	1683	510	triangle
85787	10	interval04	612	1683	612	1989	612	circle
94879	11	interval01	459	1904	459	850	459	triangle
102594	-	baseline	-	-	-	-	-	-
108594	12	interval05	663	1513	663	2465	663	circle
118145	13	beat02	510	1530	510	1530	510	triangle
126319	14	interval01	459	1904	459	850	459	circle
134034	-	baseline	-	-	-	-	-	-
140034	15	beat03	561	1683	561	1683	561	circle
148667	16	beat01	459	1377	459	1377	459	circle
156382	-	baseline	-	-	-	-	-	-
162382	17	beat05	663	1989	663	1989	663	circle
171933	18	interval01	459	1904	459	850	459	triangle
179648	19	beat01	459	1377	459	1377	459	triangle
187363	20	beat04	612	1836	612	1836	612	circle
196455	21	beat02	510	1530	510	1530	510	circle
204629	22	beat03	561	1683	561	1683	561	triangle
213262	23	beat03	561	1683	561	1683	561	circle
221895	24	beat04	612	1836	612	1836	612	triangle
230987	25	interval02	510	1377	510	1683	510	circle
239161	26	interval05	663	1513	663	2465	663	circle
248712	27	beat05	663	1989	663	1989	663	triangle
258263	-	baseline	-	-	-	-	-	-
264263	28	beat04	612	1836	612	1836	612	circle
273355	29	interval04	612	1683	612	1989	612	triangle
282447	30	interval05	663	1513	663	2465	663	triangle
