onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat03	561	1683	561	1683	561	triangle
11641	-	baseline	-	-	-	-	-	-
17641	2	interval02	510	1377	510	1683	510	triangle
25815	3	beat05	663	1989	663	1989	663	triangle
35366	4	interval01	459	1904	459	850	459	triangle
43081	5	interval02	510	1377	510	1683	510	circle
51255	6	beat01	459	1377	459	1377	459	circle
58970	7	interval01	459	1904	459	850	459	circle
66685	8	interval05	663	1513	663	2465	663	circle
76236	9	beat05	663	1989	663	1989	663	triangle
85787	10	beat05	663	1989	663	1989	663	circle
95338	11	interval04	612	1683	612	1989	612	circle
104430	-	baseline	-	-	-	-	-	-
110430	12	beat02	510	1530	510	1530	510	triangle
118604	13	beat04	612	1836	612	1836	612	triangle
127696	14	beat03	561	1683	561	1683	561	triangle
136329	-	baseline	-	-	-	-	-	-
142329	15	interval03	561	1938	561	1428	561	triangle
150962	16	interval03	561	1938	561	1428	561	circle
159595	-	baseline	-	-	-	-	-	-
165595	17	interval02	510	1377	510	1683	510	circle
173769	18	interval05	663	1513	663	2465	663	triangle
183320	19	interval03	561	1938	561	1428	561	triangle
191953	20	beat01	459	1377	459	1377	459	triangle
199668	21	interval04	612	1683	612	1989	612	triangle
208760	22	beat04	612	1836	612	1836	612	circle
217852	23	beat01	459	1377	459	1377	459	circle
225567	24	interval05	663	1513	663	2465	663	triangle
235118	25	beat02	510	1530	510	1530	510	circle
243292	26	beat03	561	1683	561	1683	561	circle
251925	-	baseline	-	-	-	-	-	-
257925	27	interval01	459	1904	459	850	459	circle
265640	28	beat04	612	1836	612	1836	612	triangle
274732	29	interval04	612	1683	612	1989	612	triangle
283824	30	beat02	510	1530	510	1530	510	circle
